Cust_ID,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,total_spent,Avg_Spent,Days_Since_Last_Purchase,cluster_label
3234,74,35,144,34,4,287,72,77,0
3236,49,42,146,33,5,270,54,99,2
3237,49,239,271,31,5,590,118,98,0
3238,49,42,137,32,4,260,65,82,0
3240,49,54,178,34,5,315,63,98,0
3241,49,58,294,36,4,437,110,106,0
3246,49,36,67,32,3,184,62,76,2
3247,49,45,164,36,6,294,49,87,2
3248,49,58,218,38,5,363,73,95,1
3249,49,44,95,32,7,220,32,83,2
3251,49,44,132,34,4,259,65,85,2
3253,49,52,197,32,4,330,83,75,0
3255,49,48,134,33,5,264,53,77,2
3256,49,60,220,34,6,363,61,90,0
3257,49,50,215,33,4,347,87,108,0
3260,49,47,192,34,4,322,81,110,0
3263,46,59,308,34,6,447,75,88,0
3265,56,40,155,34,4,285,72,64,0
3266,34,55,130,31,5,250,50,89,2
3268,38,36,123,33,4,230,58,66,2
3269,18,46,213,33,6,310,52,89,1
3272,31,137,185,33,4,386,97,91,0
3274,32,47,208,33,5,320,64,121,0
3278,20,34,169,35,4,258,65,74,2
3280,30,46,211,39,6,326,55,105,1
3281,28,55,266,33,4,382,96,111,0
3282,28,55,266,33,4,382,96,111,0
3285,37,47,257,36,7,377,54,98,1
3286,33,49,299,32,4,413,104,98,0
3288,25,34,102,34,6,195,33,84,2
3289,30,50,185,32,4,297,75,63,0
3290,28,55,266,33,4,382,96,111,0
3292,22,48,195,34,4,299,75,110,0
3293,32,60,188,35,4,315,79,103,0
3294,33,36,132,34,4,235,59,91,2
3299,30,43,169,36,6,278,47,81,1
3301,19,46,195,34,4,294,74,62,1
3304,31,35,116,36,5,218,44,88,2
3305,22,38,146,36,6,242,41,94,2
3307,26,51,174,35,6,286,48,81,1
3308,30,55,262,36,4,383,96,106,0
3311,37,61,183,34,5,315,63,81,1
3312,27,59,199,34,5,319,64,79,1
3314,34,40,95,35,6,204,34,99,2
3317,33,50,192,33,4,308,77,84,0
3319,39,44,162,36,4,281,71,86,0
3321,100,41,246,34,4,421,106,89,0
3324,22,64,188,34,4,308,77,111,0
3326,44,45,266,36,4,391,98,124,0
3327,24,123,190,32,5,369,74,91,0
3328,33,36,157,33,7,259,37,101,2
3332,31,41,99,31,4,202,51,105,2
3333,30,57,248,35,4,370,93,106,0
3334,36,42,132,34,5,244,49,112,2
3335,23,52,178,33,4,286,72,71,0
3336,30,57,248,35,4,370,93,106,0
3338,29,32,86,30,3,177,59,60,2
3340,40,38,81,33,3,192,64,84,2
3341,23,39,230,33,4,325,82,103,0
3345,29,50,160,33,4,272,68,89,0
3346,36,42,257,34,5,369,74,89,0
3347,24,44,134,34,4,236,59,76,2
3350,28,46,116,35,5,225,45,96,2
3352,25,49,146,36,5,256,52,99,2
3353,28,42,99,35,4,204,51,89,2
3354,23,39,230,33,4,325,82,103,0
3357,28,38,127,29,5,222,45,68,2
3360,28,44,178,33,5,283,57,87,2
3361,27,37,104,36,4,204,51,76,2
3362,30,37,229,36,5,332,67,74,1
3363,25,53,208,34,4,320,80,110,0
3366,22,51,195,34,7,302,44,106,2
3368,28,46,109,33,6,216,36,89,2
3371,26,59,195,32,4,312,78,88,0
3372,26,59,195,32,4,312,78,89,0
3374,100,30,236,34,4,400,100,84,0
3376,26,41,162,35,7,264,38,96,2
3378,36,34,118,36,7,224,32,99,2
3379,31,52,190,34,4,307,77,103,0
3381,26,34,171,32,4,263,66,129,0
3382,40,67,199,34,6,340,57,73,1
3383,29,38,141,35,5,243,49,110,2
3385,26,40,97,32,5,195,39,85,2
3388,24,26,90,32,7,172,25,82,2
3389,30,42,192,33,5,297,60,82,2
3390,24,54,167,35,5,280,56,81,1
3391,36,56,137,33,5,262,53,77,2
3392,31,62,304,34,6,431,72,98,0
3395,32,37,109,33,6,211,36,83,2
3396,27,39,150,34,3,250,84,93,0
3397,29,73,262,32,4,396,99,112,0
3400,23,42,164,32,3,261,87,70,0
3401,29,73,262,32,4,396,99,112,0
3404,39,65,239,33,4,376,94,85,0
3405,20,46,169,33,4,268,67,65,2
3407,39,65,239,33,4,376,94,85,0
3408,43,53,317,34,8,447,56,116,0
3409,21,49,132,33,4,235,59,95,2
3410,20,46,169,33,4,268,67,65,2
3411,24,42,86,34,4,186,47,80,2
3413,29,30,93,31,3,183,61,87,2
3415,30,29,190,35,5,284,57,90,2
3416,0,34,141,33,3,208,70,102,0
3417,29,32,58,35,4,154,39,83,2
3418,28,32,42,33,4,135,34,94,2
3420,31,35,127,32,4,225,57,79,2
3421,29,30,93,31,3,183,61,87,2
3422,24,54,215,35,5,328,66,90,1
3423,12,33,239,34,3,318,106,91,0
3428,24,31,178,33,4,266,67,97,0
3430,24,30,190,33,5,277,56,90,2
3431,24,31,178,33,4,266,67,97,0
3432,24,30,190,33,5,277,56,90,2
3436,29,37,113,34,6,213,36,93,2
3438,23,123,192,32,5,370,74,83,1
3442,45,59,234,35,8,373,47,88,1
3443,46,29,90,34,6,199,34,77,2
3453,35,48,169,34,6,286,48,100,2
3455,42,56,225,32,5,355,71,90,0
3456,34,56,174,33,5,297,60,69,1
3457,34,56,174,33,5,297,60,70,1
3459,19,46,174,35,7,274,40,113,2
3460,28,54,229,33,5,344,69,134,0
3461,31,54,123,34,9,242,27,78,2
3462,30,49,201,34,4,314,79,113,0
3466,28,31,178,32,4,269,68,90,0
3467,27,31,141,33,4,232,58,97,2
3468,28,35,188,32,4,283,71,97,0
3471,20,47,243,32,5,342,69,82,0
3472,20,47,243,32,5,342,69,82,0
3475,30,53,160,33,5,276,56,104,0
3477,26,43,266,32,6,367,62,97,0
3478,61,43,269,32,4,405,102,70,0
3479,42,45,278,33,6,398,67,101,0
3480,61,43,269,32,4,405,102,70,0
3482,42,45,278,33,6,398,67,101,0
3483,32,29,178,36,4,275,69,90,2
3484,61,43,269,32,4,405,102,70,0
3485,2,36,137,33,3,208,70,95,2
3488,40,36,141,33,8,250,32,80,2
3490,41,45,273,33,6,392,66,100,0
3492,31,46,299,34,4,410,103,96,0
3493,44,56,188,33,4,321,81,87,0
3494,33,39,227,31,5,330,66,129,0
3495,67,37,220,30,4,354,89,109,0
3496,67,37,220,30,4,354,89,109,0
3497,41,53,243,34,6,371,62,71,1
3498,31,30,67,34,6,162,27,97,2
3499,27,33,271,28,4,359,90,101,0
3501,35,40,262,31,5,368,74,82,0
3504,67,37,220,30,4,354,89,109,0
3506,30,29,104,33,6,196,33,120,2
3507,36,38,99,31,6,204,34,82,2
3508,34,62,220,34,4,350,88,96,0
3510,26,41,127,32,7,226,33,76,2
3511,27,36,157,31,5,251,51,76,2
3513,30,33,81,31,4,175,44,83,2
3514,36,38,99,31,6,204,34,82,2
3515,36,45,201,32,4,314,79,110,0
3516,26,41,127,32,7,226,33,76,2
3517,29,44,278,33,6,384,64,110,0
3520,34,62,220,34,4,350,88,96,0
3521,19,55,190,34,4,298,75,83,0
3522,27,28,120,31,5,206,42,66,2
3525,57,208,141,33,4,439,110,70,0
3529,34,43,239,32,4,348,87,105,0
3531,23,42,178,30,3,273,91,71,0
3532,65,83,215,31,4,394,99,83,0
3533,36,40,123,34,7,233,34,81,2
3534,33,36,220,32,4,321,81,102,0
3535,34,43,239,32,4,348,87,105,0
3536,27,80,155,34,4,296,74,90,0
3538,32,52,204,33,4,321,81,91,0
3540,32,52,204,33,4,321,81,91,0
3544,30,49,192,31,6,302,51,95,0
3548,44,54,188,32,4,318,80,85,0
3551,36,28,125,31,3,220,74,85,0
3552,38,44,206,35,7,323,47,105,2
3553,13,36,290,31,5,370,74,105,0
3554,28,63,236,30,6,357,60,122,0
3557,55,56,338,31,6,480,80,109,0
3558,31,24,137,29,4,221,56,69,2
3559,31,24,137,29,4,221,56,69,2
3563,42,46,201,33,5,322,65,106,0
3564,28,76,250,32,4,386,97,106,0
3566,35,44,229,32,6,340,57,109,0
3568,30,30,130,37,8,227,29,105,2
3569,43,36,169,34,5,282,57,88,2
3570,30,30,130,37,8,227,29,105,2
3571,26,86,213,33,4,358,90,93,0
3575,37,57,236,37,6,367,62,91,1
3576,27,48,220,34,5,329,66,86,0
3578,50,42,262,32,5,386,78,113,0
3580,30,56,276,33,5,395,79,109,0
3581,30,56,276,33,5,395,79,109,0
3583,30,56,276,33,5,395,79,109,0
3584,58,49,313,33,6,453,76,104,0
3585,41,47,153,33,5,274,55,83,2
3586,28,43,192,33,6,296,50,113,2
3587,32,43,229,32,5,336,68,119,0
3588,30,34,95,32,3,191,64,86,2
3593,33,43,285,35,7,396,57,103,1
3594,38,55,308,35,8,436,55,107,1
3596,38,55,308,35,8,436,55,107,1
3597,38,55,308,35,8,436,55,107,1
3598,31,55,304,33,5,423,85,88,0
3602,22,53,127,33,4,235,59,89,2
3605,38,55,308,35,8,436,55,107,1
3607,39,43,178,37,5,297,60,77,1
3608,33,34,148,33,4,248,62,83,2
3609,56,35,109,34,5,234,47,76,2
3610,39,43,178,37,5,297,60,77,1
3611,46,64,123,35,4,268,67,93,0
3612,22,46,250,34,7,352,51,94,1
3613,30,26,137,31,4,224,56,70,2
3616,30,26,137,31,4,224,56,70,2
3617,34,49,118,34,5,235,47,68,2
3618,22,46,250,34,7,352,51,94,1
3619,34,50,153,33,7,270,39,92,2
3621,39,40,218,32,5,329,66,101,0
3625,40,179,125,32,5,376,76,61,1
3626,15,46,201,33,4,295,74,107,0
3628,39,40,218,32,5,329,66,101,0
3629,41,34,185,32,5,292,59,78,2
3630,26,42,169,33,5,270,54,88,2
3632,33,49,269,36,4,387,97,106,0
3633,36,38,132,34,5,240,48,67,2
3636,26,42,169,33,5,270,54,88,2
3638,35,42,127,32,4,236,59,67,2
3639,45,32,229,34,6,340,57,112,0
3641,27,28,178,35,4,268,67,78,2
3643,4,34,215,34,6,287,48,78,1
3644,35,42,127,32,4,236,59,67,2
3646,44,52,195,33,4,324,81,84,0
3647,44,50,195,33,4,322,81,85,0
3648,24,31,201,35,6,291,49,88,2
3649,38,34,292,31,6,395,66,71,0
3650,27,42,301,34,4,404,101,97,0
3653,29,26,109,31,4,195,49,75,2
3657,37,44,220,33,5,334,67,101,0
3658,46,40,141,33,5,260,52,87,2
3659,44,40,227,34,6,345,58,114,0
3660,33,36,125,35,4,229,58,79,2
3661,25,47,99,33,5,204,41,90,2
3662,36,49,206,38,5,329,66,94,1
3663,28,42,188,34,8,292,37,107,2
3666,29,51,157,33,4,270,68,82,0
3673,28,42,188,34,8,292,37,107,2
3676,39,55,185,37,5,316,64,95,1
3677,30,42,139,38,7,249,36,81,1
3679,32,39,178,34,7,283,41,66,2
3680,14,46,204,34,3,298,100,74,0
3681,32,36,211,33,3,312,104,81,0
3682,32,29,201,30,4,292,73,70,0
3684,32,53,178,34,8,297,38,103,2
3685,32,50,160,33,6,275,46,73,2
3688,32,53,178,34,8,297,38,103,2
3689,19,44,215,33,4,311,78,107,0
3690,19,45,201,33,4,298,75,109,0
3691,3,43,141,35,4,222,56,83,2
3692,53,52,266,31,4,402,101,78,0
3694,40,48,271,36,5,395,79,89,0
3696,33,46,259,35,4,373,94,87,0
3698,30,43,185,38,5,296,60,99,1
3699,33,46,259,35,4,373,94,87,0
3701,30,47,255,33,5,365,73,84,0
3703,30,43,185,38,5,296,60,99,1
3706,33,48,234,33,5,348,70,102,0
3709,25,50,301,34,4,410,103,100,0
3710,25,50,301,34,4,410,103,100,0
3713,31,38,227,33,6,329,55,115,0
3716,32,40,137,34,6,243,41,82,2
3718,36,33,162,33,4,264,66,70,2
3720,28,35,109,33,6,205,35,92,2
3721,33,51,252,35,4,371,93,115,0
3723,28,35,109,33,6,205,35,92,2
3724,22,48,199,33,5,302,61,98,0
3726,38,62,201,32,7,333,48,106,0
3729,24,40,120,35,4,219,55,77,2
3730,32,56,294,35,4,417,105,105,0
3732,27,30,99,31,7,187,27,78,2
3733,32,41,157,34,5,264,53,94,2
3734,26,54,220,35,6,335,56,97,1
3735,36,58,183,34,5,311,63,87,0
3736,26,54,220,35,6,335,56,97,1
3738,64,56,234,32,4,386,97,68,0
3739,35,56,294,34,5,419,84,87,0
3740,35,56,294,34,5,419,84,87,0
3742,32,37,123,36,7,228,33,74,2
3744,31,54,229,36,4,350,88,105,0
3745,30,56,192,36,4,314,79,82,0
3746,20,40,211,32,5,303,61,76,0
3747,64,56,234,32,4,386,97,68,0
3748,34,38,116,34,5,222,45,87,2
3749,34,35,79,33,4,181,46,92,2
3752,39,54,162,34,4,289,73,79,0
3754,33,35,211,32,5,311,63,89,0
3755,32,38,113,32,3,215,72,65,2
3757,27,48,160,37,7,272,39,82,1
3758,37,31,60,34,3,162,54,62,2
3759,38,40,192,36,5,306,62,85,2
3760,28,30,67,34,5,159,32,85,2
3762,27,31,118,31,3,207,69,87,2
3763,28,28,252,31,4,339,85,111,0
3764,31,69,169,33,5,302,61,71,1
3765,31,69,169,33,5,302,61,71,1
3766,30,53,266,33,5,382,77,104,0
3768,30,53,266,33,5,382,77,104,0
3769,30,53,266,33,5,382,77,104,0
3770,30,53,266,33,5,382,77,104,0
3771,13,42,206,34,4,295,74,67,1
3773,30,53,266,33,5,382,77,104,0
3776,24,60,185,34,4,303,76,79,0
3777,58,50,297,33,5,438,88,99,0
3778,31,47,137,34,6,249,42,89,2
3779,43,53,257,36,5,389,78,85,0
3782,24,40,183,34,5,281,57,94,2
3783,24,41,197,34,5,296,60,85,2
3784,31,51,229,33,4,344,86,80,0
3785,81,217,150,32,5,480,96,70,0
3789,42,44,95,35,5,216,44,85,2
3790,35,37,255,32,3,359,120,90,0
3792,32,48,222,31,5,333,67,92,0
3793,32,52,213,35,5,332,67,80,1
3795,26,37,72,32,4,167,42,76,2
3798,42,49,220,34,5,345,69,133,0
3799,23,69,211,34,5,337,68,87,1
3801,19,51,206,33,5,309,62,109,0
3802,38,58,160,34,6,290,49,70,1
3803,33,59,169,34,6,295,50,75,1
3804,34,56,239,34,6,363,61,91,1
3806,24,45,118,33,6,220,37,92,2
3807,30,31,106,33,5,200,40,69,2
3808,35,39,109,33,6,216,36,80,2
3810,33,56,155,38,8,282,36,91,1
3811,35,39,109,33,6,216,36,80,2
3812,29,47,157,37,6,270,45,79,1
3813,30,31,106,33,5,200,40,69,2
3817,29,41,188,36,6,294,49,85,1
3818,36,27,62,34,4,159,40,92,2
3820,34,41,255,33,4,363,91,88,0
3821,28,51,199,32,5,310,62,81,0
3822,33,56,252,36,4,377,95,100,0
3824,26,67,266,32,4,391,98,88,0
3825,58,46,259,32,5,395,79,116,0
3826,61,46,257,32,5,396,80,120,0
3827,36,42,229,31,6,338,57,101,0
3828,35,34,176,34,4,279,70,98,0
3829,36,42,229,31,6,338,57,101,0
3830,35,34,176,34,4,279,70,98,0
3833,38,67,182,33,8,320,40,76,1
3836,20,60,259,33,4,372,93,93,0
3837,29,46,176,38,4,289,73,95,0
3838,42,48,239,35,5,364,73,66,1
3842,42,47,243,37,7,369,53,108,1
3844,24,31,159,33,4,247,62,84,2
3845,20,60,259,33,4,372,93,93,0
3846,29,46,176,38,4,289,73,95,0
3847,29,47,123,34,4,233,59,72,2
3848,18,48,211,34,5,311,63,101,0
3849,54,60,341,32,6,487,82,102,0
3850,29,42,156,37,6,264,44,90,2
3852,18,48,211,34,5,311,63,101,0
3854,21,46,175,35,5,277,56,91,2
3855,35,39,116,31,7,221,32,80,2
3856,54,157,171,32,5,414,83,90,0
3857,28,49,240,34,4,351,88,113,0
3858,54,157,171,32,5,414,83,90,0
3859,28,49,240,34,4,351,88,113,0
3861,31,32,111,32,4,206,52,67,2
3863,43,45,241,37,8,366,46,109,1
3864,21,56,259,32,5,368,74,105,0
3865,32,27,178,32,4,269,68,76,2
3867,30,34,216,36,4,316,79,91,0
3868,56,55,310,32,7,453,65,103,0
3870,26,60,249,35,5,370,74,106,0
3872,32,53,192,35,5,312,63,66,1
3873,25,51,156,37,7,269,39,97,1
3874,26,67,261,32,5,386,78,103,0
3876,30,33,129,37,4,229,58,81,2
3877,18,43,198,33,4,292,73,113,0
3879,25,47,144,38,5,254,51,76,1
3880,22,46,138,38,6,244,41,74,1
3883,26,49,277,32,7,384,55,123,0
3884,26,49,277,32,7,384,55,123,0
3885,24,158,176,33,5,391,79,103,0
3887,26,49,277,32,7,384,55,123,0
3888,28,37,101,33,6,199,34,82,2
3890,28,47,152,32,6,259,44,94,2
3893,31,31,121,35,6,218,37,94,2
3894,19,41,185,34,4,279,70,118,0
3898,31,31,121,35,6,218,37,94,2
3901,18,55,204,34,4,311,78,106,0
3903,20,60,169,32,4,281,71,71,0
3904,30,40,107,35,4,212,53,96,2
3905,20,49,155,34,7,258,37,74,1
3906,55,53,254,31,4,393,99,90,0
3907,30,45,191,32,5,298,60,92,0
3908,34,35,121,33,5,223,45,67,2
3909,55,53,254,31,4,393,99,90,0
3910,26,36,85,35,4,182,46,100,2
3911,30,45,191,32,5,298,60,92,0
3912,30,29,81,35,6,175,30,71,2
3915,31,38,95,34,4,198,50,90,2
3916,62,45,248,33,4,388,97,107,0
3919,30,37,155,32,7,254,37,98,2
3920,0,53,166,40,6,259,44,67,1
3922,34,41,145,35,7,255,37,98,2
3923,21,45,205,34,5,305,61,110,0
3927,55,38,226,32,3,351,117,78,0
3928,40,54,170,33,5,297,60,85,0
3929,29,50,266,34,6,379,64,81,1
3930,32,32,103,31,4,198,50,87,2
3932,28,24,65,36,6,153,26,120,2
3934,34,48,233,33,5,348,70,106,0
3935,22,41,168,34,7,265,38,166,2
3936,35,67,234,33,6,369,62,117,0
3938,26,41,185,34,6,286,48,77,2
3945,63,39,250,32,4,384,96,114,0
3947,31,29,85,31,8,176,22,70,2
3949,22,48,285,36,6,391,66,102,1
3950,34,40,231,32,6,337,57,109,0
3952,26,44,126,35,5,231,47,102,2
3953,28,46,113,36,5,223,45,82,2
3954,33,24,109,34,4,200,50,70,2
3955,32,51,149,34,5,266,54,85,2
3958,27,157,159,32,4,375,94,73,0
3960,46,50,188,34,6,318,53,70,1
3961,29,35,130,36,5,230,46,95,2
3962,26,53,253,36,4,368,92,100,0
3964,35,92,169,33,4,329,83,80,0
3965,44,50,224,33,5,351,71,96,0
3966,30,50,218,33,5,331,67,96,0
3967,30,37,229,34,4,330,83,126,0
3969,24,39,185,38,5,286,58,81,1
3972,37,34,126,32,5,229,46,61,2
3973,30,39,93,34,4,196,49,99,2
3974,29,36,106,35,4,206,52,97,2
3979,19,85,187,36,6,327,55,77,1
3980,42,42,187,37,6,308,52,93,1
3983,28,29,147,34,5,238,48,70,2
3984,68,42,262,32,4,404,101,112,0
3985,29,53,151,34,5,267,54,80,2
3986,30,53,151,34,5,268,54,80,2
3987,35,41,99,32,4,207,52,63,2
3989,26,42,125,36,5,229,46,90,2
3990,29,43,172,33,7,277,40,88,2
3991,34,91,155,34,5,314,63,98,0
3993,55,56,254,34,5,399,80,114,0
3994,29,59,208,37,6,333,56,84,1
3995,25,47,303,31,7,406,58,81,1
3996,27,37,104,33,4,201,51,69,2
3998,24,46,141,38,6,249,42,73,1
3999,42,47,187,32,7,308,44,72,2
4000,49,44,186,32,5,311,63,74,0
4002,36,34,105,31,10,206,21,75,2
4003,46,46,203,32,7,327,47,79,2
4005,26,33,94,33,5,186,38,79,2
4006,27,36,160,35,5,258,52,79,2
4008,28,34,161,35,6,258,43,79,2
4009,26,47,211,35,6,319,54,86,1
4010,25,45,311,32,5,413,83,106,0
4012,28,34,161,35,6,258,43,79,2
4013,18,95,246,37,7,396,57,84,1
4014,30,50,159,31,5,270,54,79,2
4015,26,47,211,35,6,319,54,86,1
4016,9,44,232,33,5,318,64,101,0
4018,41,70,326,35,5,472,95,123,0
4020,43,45,227,34,6,349,59,109,0
4023,18,96,246,37,7,397,57,84,1
4024,29,36,162,35,7,262,38,73,2
4025,26,40,112,34,5,212,43,88,2
4026,28,40,196,33,6,297,50,126,0
4027,26,40,112,34,5,212,43,88,2
4031,17,44,201,34,5,296,60,116,0
4032,20,54,273,32,5,379,76,119,0
4038,37,42,250,36,8,365,46,92,1
4041,32,63,252,31,4,378,95,88,0
4042,33,52,140,33,6,258,43,96,2
4045,33,52,140,33,6,258,43,96,2
4047,27,40,135,35,6,237,40,75,2
4049,15,37,216,34,5,302,61,94,0
4054,33,31,227,32,6,323,54,103,0
4055,36,37,204,33,5,310,62,92,0
4056,36,37,204,33,5,310,62,92,0
4058,24,45,258,32,5,359,72,87,0
4061,33,53,161,30,5,277,56,68,2
4062,26,39,249,36,6,350,59,93,1
4064,78,41,261,31,4,411,103,109,0
4066,32,38,154,33,6,257,43,83,2
4068,10,49,150,34,4,243,61,85,2
4074,9,71,182,34,5,296,60,75,1
4075,49,142,153,32,5,376,76,108,0
4076,31,35,85,35,4,186,47,73,2
4077,37,47,193,33,5,310,62,114,0
4078,30,52,258,35,5,375,75,74,1
4079,30,49,134,34,6,247,42,78,2
4081,37,47,188,33,5,305,61,110,0
4082,37,47,193,33,5,310,62,114,0
4083,16,50,204,33,5,303,61,111,0
4084,32,45,193,32,6,302,51,117,0
4086,27,34,87,31,5,179,36,81,2
4087,27,34,87,31,5,179,36,81,2
4088,24,74,281,33,4,412,103,88,0
4091,24,74,281,33,4,412,103,88,0
4093,23,54,261,33,5,371,75,76,0
4096,36,46,299,34,5,415,83,88,0
4100,40,39,186,33,5,298,60,95,0
4103,28,54,193,34,4,309,78,110,0
4107,25,45,227,35,4,332,83,101,0
4108,57,53,237,33,7,380,55,74,1
4109,45,45,200,34,5,324,65,102,0
4111,29,43,93,34,5,199,40,76,2
4114,30,18,68,32,5,148,30,71,2
4117,30,18,68,32,5,148,30,71,2
4119,23,54,275,33,5,385,77,84,0
4120,33,29,93,35,6,190,32,91,2
4121,24,121,185,33,4,363,91,88,0
4122,38,53,138,34,4,263,66,97,0
4124,24,121,185,33,4,363,91,88,0
4125,33,29,93,35,6,190,32,91,2
4126,35,36,146,34,5,251,51,85,2
4127,37,37,147,35,5,256,52,83,2
4129,12,36,122,35,6,205,35,113,2
4130,27,49,183,33,4,292,73,64,0
4132,30,46,178,34,3,288,96,109,0
4135,25,46,259,33,4,363,91,71,0
4138,18,28,120,36,5,202,41,76,2
4139,34,30,231,33,5,328,66,90,0
4141,34,29,222,33,5,318,64,76,0
4144,24,41,112,34,5,211,43,73,2
4146,14,52,177,34,5,277,56,83,1
4147,42,45,193,33,5,313,63,118,0
4148,47,52,286,32,6,417,70,107,0
4150,42,45,193,33,5,313,63,118,0
4151,52,46,220,32,5,350,70,64,0
4152,42,43,82,33,7,200,29,119,2
4153,44,43,83,33,7,203,29,123,2
4154,42,43,82,33,7,200,29,119,2
4155,64,33,252,31,5,380,76,110,0
4156,44,43,83,33,7,203,29,123,2
4157,42,43,82,33,7,200,29,119,2
4159,26,30,92,32,4,180,45,67,2
4160,22,52,228,32,5,334,67,92,0
4161,26,30,92,32,4,180,45,67,2
4164,16,48,276,33,4,373,94,115,0
4165,24,21,65,33,5,143,29,73,2
4168,24,34,202,35,6,295,50,81,2
4170,32,32,61,34,4,159,40,85,2
4171,28,26,149,36,4,239,60,66,2
4172,36,35,174,33,5,278,56,87,2
4175,40,39,202,33,5,314,63,130,0
4176,36,37,195,33,5,301,61,119,0
4178,56,156,149,32,4,393,99,105,0
4179,26,53,293,33,5,405,81,92,0
4181,30,62,254,31,5,377,76,75,0
4182,30,62,254,31,5,377,76,75,0
4183,30,62,254,31,5,377,76,75,0
4185,30,62,254,31,5,377,76,75,0
4186,25,39,111,34,4,209,53,71,2
4189,28,50,219,35,4,332,83,103,0
4190,30,59,210,36,6,335,56,80,1
4192,29,48,179,34,4,290,73,105,0
4194,34,42,152,34,4,262,66,74,2
4197,31,46,168,34,6,279,47,84,2
4199,42,42,81,33,7,198,29,107,2
4200,32,31,261,35,6,359,60,120,0
4204,30,19,51,33,4,133,34,60,2
4206,33,24,196,33,5,286,58,103,2
4207,32,24,198,33,5,287,58,109,0
4208,30,19,51,33,4,133,34,60,2
4209,46,53,227,33,7,359,52,100,0
4210,39,38,204,33,5,314,63,117,0
4211,29,25,104,35,6,193,33,93,2
4212,52,50,213,32,4,347,87,85,0
4213,37,21,85,35,5,178,36,76,2
4214,41,39,224,34,7,338,49,103,2
4215,41,39,224,34,7,338,49,103,2
4216,41,39,224,34,7,338,49,103,2
4217,21,26,88,34,4,169,43,104,2
4218,35,63,192,32,5,322,65,87,0
4219,28,41,304,33,4,406,102,96,0
4222,41,39,224,34,7,338,49,103,2
4223,37,21,85,35,5,178,36,76,2
4225,26,33,140,36,5,235,47,92,2
4226,23,29,130,35,4,217,55,95,2
4227,24,30,214,36,5,304,61,98,2
4228,0,44,114,37,4,195,49,128,2
4230,28,12,82,34,4,156,39,92,2
4232,27,34,246,33,4,340,85,96,0
4233,73,44,302,31,9,450,50,83,0
4236,73,44,302,31,9,450,50,83,0
4237,38,23,93,34,5,188,38,98,2
4238,37,34,99,32,6,202,34,92,2
4239,37,28,98,33,6,196,33,84,2
4240,35,42,216,34,4,327,82,111,0
4241,40,66,180,33,8,319,40,70,1
4244,30,48,149,35,4,262,66,94,0
4248,24,119,201,33,4,377,95,112,0
4249,39,66,197,32,5,334,67,99,0
4250,26,69,147,33,4,275,69,81,0
4251,31,18,52,32,3,133,45,101,2
4253,22,81,230,36,6,369,62,132,0
4255,24,39,178,33,8,274,35,116,2
4263,34,30,99,35,4,198,50,92,2
4264,41,50,250,35,5,376,76,71,1
4265,31,30,42,36,4,139,35,94,2
4267,21,39,111,31,10,202,21,77,2
4268,40,46,202,33,5,321,65,101,0
4270,30,30,42,36,4,138,35,94,2
4271,30,49,230,33,4,342,86,102,0
4272,31,37,93,33,4,194,49,61,2
4273,25,32,144,31,7,232,34,79,2
4274,24,33,144,31,7,232,34,79,2
4275,33,31,89,32,7,185,27,89,2
4276,31,30,70,33,3,164,55,88,2
4278,28,41,218,33,4,320,80,85,0
4279,29,29,54,32,3,144,48,108,2
4280,27,61,246,31,6,365,61,102,0
4281,25,30,152,32,4,239,60,71,2
4282,17,42,137,33,4,229,58,77,2
4284,36,29,96,32,4,193,49,84,2
4285,29,29,54,32,3,144,48,108,2
4286,38,42,201,34,5,315,63,112,0
4287,27,61,246,31,6,365,61,102,0
4289,25,41,166,33,5,265,53,82,2
4290,27,30,157,33,4,247,62,82,2
4292,25,36,126,34,5,221,45,84,2
4294,28,25,125,34,4,212,53,82,2
4296,37,43,117,33,5,230,46,72,2
4298,25,41,166,33,5,265,53,82,2
4299,31,27,105,34,6,197,33,71,2
4300,36,38,281,34,4,389,98,99,0
4302,36,38,281,34,4,389,98,99,0
4303,38,170,197,33,4,438,110,124,0
4311,44,45,199,34,5,322,65,103,0
4312,42,44,201,34,5,321,65,112,0
4315,34,44,293,34,8,405,51,122,0
4316,29,46,187,33,4,295,74,115,0
4317,29,28,106,34,5,197,40,74,2
4318,31,29,131,32,4,223,56,109,2
4319,30,27,87,33,4,177,45,85,2
4320,64,43,269,31,8,407,51,78,0
4322,25,38,139,36,6,238,40,85,2
4323,31,29,131,32,4,223,56,109,2
4324,32,45,234,34,4,345,87,118,0
4326,31,41,88,32,5,192,39,90,2
4329,22,60,266,33,5,381,77,97,0
4330,36,51,262,32,5,381,77,86,0
4331,34,49,145,32,5,260,52,69,2
4332,31,35,79,34,7,179,26,80,2
4333,28,48,181,33,5,290,58,106,0
4335,31,41,88,32,5,192,39,90,2
4336,28,47,190,33,5,298,60,85,0
4337,42,67,236,33,3,378,126,80,0
4338,28,34,73,32,5,167,34,81,2
4339,19,48,222,33,4,322,81,110,0
4340,42,67,236,33,3,378,126,80,0
4341,28,48,188,34,7,298,43,105,2
4342,33,34,100,32,4,199,50,65,2
4345,30,45,99,31,4,205,52,100,2
4346,33,57,228,32,6,350,59,104,0
4347,34,45,75,35,9,189,21,152,2
